Region,Office,Client ID,Client Status,Loan Status,Client Score,Status Date
North Rift Region,Eldoret1,11089.0,Dormant,Penalties,39.97,2017-11-30
Nairobi Region,Kahawa,30130.0,Dormant,Penalties,4.44,2019-03-31
Eastern Region,Wote,77063.0,Active,Penalties,29.77,2020-12-31
Coast Region,Malindi,40561.0,Dormant,Penalties,24.78,2019-07-31
North Rift Region,Kapsabet,70839.0,Dormant,Penalties,22.03,2021-02-28
South Rift AgriBiz,Maili Nne,65999.0,Dormant,Penalties,55.12,2021-02-28
South Rift Region,Bomet,71984.0,Dormant,Penalties,27.33,2021-02-28
Nairobi Region,Ngong Road,8128.0,Dormant,Penalties,26.61,2021-02-28
North Rift Region,Eldoret2,60386.0,Dormant,Penalties,0.15,2020-06-30
Coast Region,Changamwe,81637.0,Active,P+I Current,59.23,2021-02-28
North Rift Region,Kapsabet,20783.0,Dormant,Penalties,8.9,2018-06-30
Coast Region,Mariakani,48999.0,Dormant,Penalties,31.9,2020-05-31
Coast Region,Mombasa,23021.0,Dormant,Penalties,38.39,2018-08-31
Coast Region,Mtwapa,31476.0,Dormant,Penalties,36.28,2019-07-31
South Rift AgriBiz,Ndunyu Njeru,13189.0,Dormant,Penalties,32.54,2019-10-31
North Rift Region,Eldoret2,81033.0,Active,P+I Current,72.99,2021-02-28
South Rift Region,Molo,75016.0,Dormant,Penalties,1.34,2020-10-31
Eastern Region,Matuu,50865.0,Dormant,Penalties,34.57,2020-05-31
South Rift AgriBiz,Nakuru AgriBiz,25449.0,Dormant,Penalties,11.97,2019-03-31
South Rift AgriBiz,Nakuru AgriBiz,84.0,Dormant,Pending Renewal,76.0,2016-08-31
Nairobi Region,Embakasi,2731.0,Dormant,Penalties,42.97,2016-07-31
North Rift Region,Iten,82476.0,Active,Penalties,44.21,2020-12-31
Western Region,Mbale,69752.0,Dormant,Penalties,0.15,2020-11-30
Nairobi Region,Rongai,76905.0,Active,Penalties,27.97,2020-10-31
South Rift AgriBiz,Maili Nne,37742.0,Active,P+I In Default,62.49,2021-02-28
North Rift Region,Eldoret2,56554.0,Dormant,Penalties,49.69,2020-05-31
North Rift Region,Eldoret3,15299.0,Dormant,Penalties,39.71,2018-06-30
Nairobi Region,Kahawa,74247.0,Active,Penalties,69.58,2021-01-31
South Rift Region,Narok,35829.0,Dormant,Penalties,37.27,2019-07-31
North Rift Region,Eldoret2,21972.0,Dormant,Penalties,44.06,2018-08-31
Nairobi Region,Ngong Road,1217.0,Dormant,Pending Renewal,23.62,2016-04-30
South Rift AgriBiz,Maili Nne,36595.0,Dormant,Pending Renewal,56.03,2020-04-30
Nairobi Region,Kahawa,33203.0,Dormant,Penalties,48.13,2020-03-31
North Rift Region,Iten,41636.0,Dormant,Penalties,59.88,2020-06-30
Coast Region,Mtwapa,42890.0,Dormant,Penalties,28.55,2019-10-31
Coast Region,Changamwe,75153.0,Inactive,Pending Renewal,,2020-04-30
Nairobi Region,Thika,55391.0,Dormant,Penalties,41.45,2021-02-28
Western Region,Bungoma,64227.0,Dormant,Penalties,43.72,2021-01-31
North Rift Region,Kitale,9317.0,Dormant,Penalties,17.25,2017-08-31
North Rift Region,Kapsabet,40149.0,Dormant,Penalties,27.64,2019-09-30
North Rift Region,Iten,24164.0,Dormant,Penalties,52.5,2020-10-31
North Rift Region,Eldoret3,22777.0,Inactive,Pending Renewal,,2017-08-31
North Rift Region,Kitale,16901.0,Dormant,Penalties,32.51,2018-06-30
South Rift AgriBiz,Ndunyu Njeru,41545.0,Dormant,P+I In Default,,2020-01-31
Nairobi Region,Kiambu,6353.0,Dormant,Penalties,28.76,2017-05-31
South Rift AgriBiz,Nakuru AgriBiz,69100.0,Active,P+I In Default,59.22,2021-02-28
North Rift Region,Kapsabet,7561.0,Dormant,Penalties,40.63,2017-07-31
Nairobi Region,Kiambu,22861.0,Dormant,Penalties,27.67,2018-10-31
Nairobi Region,Rongai,59144.0,Dormant,Penalties,49.27,2020-08-31
North Rift Region,Kapsabet,13642.0,Dormant,Penalties,29.06,2018-04-30
Nairobi Region,Kiambu,3335.0,Dormant,Penalties,20.71,2017-07-31
Coast Region,Malindi,44713.0,Dormant,Pending Renewal,59.89,2019-11-30
North Rift Region,Eldoret1,7377.0,Dormant,Pending Renewal,53.19,2017-05-31
South Rift AgriBiz,Nakuru AgriBiz,58925.0,Dormant,Penalties,28.8,2021-02-28
South Rift Region,Naivasha,37879.0,Dormant,Penalties,8.9,2019-06-30
South Rift Region,Nyahururu,63519.0,Dormant,Penalties,57.91,2020-09-30
South Rift AgriBiz,Keringet,85783.0,New,P+I Current,,2021-02-28
South Rift AgriBiz,Nakuru AgriBiz,66513.0,Dormant,Penalties,27.7,2021-02-28
Nairobi Region,Limuru,8159.0,Dormant,Penalties,42.28,2018-03-31
Nairobi Region,Rongai,41105.0,Dormant,Penalties,38.77,2020-03-31
Nairobi Region,Rongai,84309.0,Active,P+I Current,67.46,2021-02-28
South Rift AgriBiz,Londiani,49187.0,Dormant,Pending Renewal,65.33,2020-12-31
North Rift Region,Eldoret3,25052.0,Dormant,Penalties,70.04,2020-02-29
Nairobi Region,Kariobangi,3739.0,Dormant,Penalties,2.06,2016-10-31
South Rift AgriBiz,Maili Nne,29854.0,Dormant,Penalties,49.23,2021-01-31
South Rift Region,Narok,13139.0,Dormant,Penalties,25.44,2018-07-31
North Rift Region,Iten,14615.0,Dormant,Penalties,0.15,2018-03-31
North Rift Region,Eldoret2,43041.0,Dormant,Penalties,60.93,2019-12-31
Eastern Region,Machakos,52793.0,Dormant,Penalties,29.11,2020-05-31
Nairobi Region,Ngong Road,34601.0,Dormant,Penalties,13.95,2019-05-31
North Rift Region,Kapsabet,84739.0,New,P+I In Default,38.98,2021-02-28
Eastern Region,Kitui,83337.0,Active,P+I Current,76.86,2021-02-28
Nairobi Region,Kariobangi,3507.0,Dormant,Penalties,35.68,2016-09-30
North Rift Region,Eldoret2,9495.0,Dormant,Penalties,58.79,2018-03-31
South Rift Region,Narok,67976.0,Dormant,Penalties,21.15,2020-10-31
Nairobi Region,Kariobangi,63042.0,Dormant,Penalties,50.67,2020-11-30
Nairobi Region,Ngong Road,7384.0,Dormant,Penalties,46.97,2019-06-30
Eastern Region,Matuu,61410.0,Dormant,Penalties,12.93,2020-07-31
North Rift Region,Nandi Hills,65033.0,Dormant,Penalties,30.5,2021-02-28
North Rift Region,Eldoret3,51442.0,Dormant,Penalties,21.54,2020-05-31
Nairobi Region,Thika,1493.0,Dormant,Pending Renewal,60.77,2016-08-31
South Rift AgriBiz,Keringet,63779.0,Active,P+I In Default,62.2,2021-02-28
Nairobi Region,Kariobangi,40640.0,Dormant,P+I In Default,30.19,2020-11-30
North Rift Region,Kapsabet,48563.0,Dormant,Penalties,21.36,2020-08-31
Western Region,Kisumu,61141.0,Dormant,Penalties,44.08,2020-07-31
North Rift Region,Kapenguria,80151.0,Active,Penalties,1.31,2020-12-31
South Rift AgriBiz,Londiani,46757.0,Active,Pending Renewal,65.65,2021-02-28
North Rift Region,Eldoret2,25996.0,Dormant,Penalties,39.8,2019-05-31
South Rift Region,Nakuru,31629.0,Dormant,Penalties,1.43,2019-03-31
Nairobi Region,Kariobangi,263.0,Dormant,Penalties,49.17,2016-02-29
Nairobi Region,Embakasi,40135.0,Inactive,Pending Renewal,,2018-07-31
Coast Region,Mombasa,24217.0,Dormant,Penalties,56.37,2019-01-31
Central AgriBiz,Gatundu,66074.0,Dormant,P+I In Default,,2021-02-28
South Rift Region,Kericho,39546.0,Dormant,Penalties,56.0,2020-03-31
Coast Region,Kilifi,70023.0,Active,Penalties,54.83,2021-02-28
South Rift Region,Nakuru,47922.0,Dormant,Penalties,9.46,2020-01-31
Nairobi Region,Kiambu,4794.0,Dormant,Penalties,57.18,2017-09-30
Nairobi Region,Limuru,41169.0,Dormant,Penalties,44.61,2019-09-30
South Rift AgriBiz,Ndunyu Njeru,17332.0,Dormant,Pending Renewal,53.67,2019-02-28
South Rift AgriBiz,Ndunyu Njeru,83679.0,Active,P+I In Default,,2021-02-28
Coast Region,Ukunda,21701.0,Dormant,Pending Renewal,63.45,2019-02-28
Nairobi Region,Rongai,18925.0,Dormant,Penalties,61.24,2018-05-31
Nairobi Region,Embakasi,21585.0,Inactive,Pending Renewal,,2017-07-31
North Rift Region,Kitale,7734.0,Dormant,Penalties,37.49,2017-07-31
North Rift Region,Eldoret2,9151.0,Dormant,Penalties,26.51,2017-07-31
Eastern Region,Emali,84533.0,New,Penalties,39.48,2021-02-28
Coast Region,Mombasa,27101.0,Dormant,Penalties,12.0,2018-12-31
South Rift Region,Molo,39277.0,Dormant,Penalties,0.15,2019-07-31
Nairobi Region,Ngong Road,58989.0,Dormant,Penalties,43.25,2020-05-31
South Rift Region,Narok,86022.0,New,P+I Current,,2021-02-28
North Rift Region,Kitale,42825.0,Dormant,Penalties,36.54,2019-10-31
Central AgriBiz,Githunguri,83795.0,Active,P+I In Default,,2021-02-28
South Rift Region,Naivasha,31568.0,Dormant,Penalties,29.97,2019-05-31
North Rift Region,Iten,20927.0,Dormant,Penalties,20.04,2018-06-30
Coast Region,Kilifi,84799.0,New,P+I Current,40.18,2021-02-28
Nairobi Region,Kariobangi,22005.0,Dormant,Penalties,0.15,2018-07-31
North Rift Region,Eldoret1,23881.0,Dormant,Penalties,47.9,2019-04-30
Coast Region,Kilifi,81038.0,Active,Penalties,34.72,2020-11-30
Western Region,Kakamega,77800.0,Active,P+I In Default,18.05,2021-02-28
North Rift Region,Eldoret3,28795.0,Dormant,Penalties,39.89,2019-04-30
Nairobi Region,Kariobangi,85146.0,New,P+I Current,,2021-02-28
Eastern Region,Machakos,77350.0,Active,Penalties,16.64,2020-11-30
South Rift Region,Kericho,16497.0,Dormant,Penalties,39.88,2018-06-30
Eastern Region,Wote,76282.0,Active,Penalties,54.33,2021-02-28
Eastern Region,Tala,50063.0,Dormant,Penalties,0.15,2020-02-29
Nairobi Region,Embakasi,24348.0,Dormant,Penalties,27.5,2018-10-31
Western Region,Busia,49681.0,Inactive,Pending Renewal,,2019-02-28
South Rift AgriBiz,Nakuru AgriBiz,72199.0,Active,P+I In Default,51.0,2021-02-28
South Rift AgriBiz,Keringet,80401.0,Active,P+I In Default,,2020-10-31
Nairobi Region,Ngong Road,7879.0,Dormant,Penalties,21.48,2017-09-30
South Rift Region,Nakuru,32109.0,Dormant,Penalties,26.38,2019-05-31
Central AgriBiz,Gatundu,48738.0,Active,Penalties,59.3,2021-01-31
North Rift Region,Kapenguria,59521.0,Inactive,Pending Renewal,,2019-06-30
Western Region,Mumias,77395.0,Active,P+I In Default,54.16,2021-02-28
North Rift Region,Nandi Hills,23248.0,Dormant,Penalties,46.41,2018-10-31
South Rift Region,Bomet,26669.0,Dormant,Penalties,33.0,2018-12-31
Coast Region,Ukunda,38394.0,Dormant,Penalties,40.18,2019-08-31
North Rift Region,Eldoret3,60726.0,Dormant,Penalties,0.15,2020-06-30
Eastern Region,Kitui,70662.0,Dormant,Penalties,28.67,2021-02-28
North Rift Region,Eldoret3,67061.0,Active,P+I Current,57.8,2021-02-28
North Rift Region,Kitale,28069.0,Dormant,Penalties,40.63,2019-05-31
North Rift Region,Kapsabet,62650.0,Dormant,Penalties,13.85,2020-11-30
South Rift Region,Molo,65762.0,Dormant,Penalties,0.15,2020-09-30
South Rift Region,Litein,29551.0,Dormant,Penalties,36.18,2020-10-31
,Fraud,25759.0,Dormant,Penalties,33.16,2019-12-31
Coast Region,Malindi,31537.0,Dormant,Pending Renewal,24.9,2019-05-31
South Rift AgriBiz,Maili Nne,47686.0,Dormant,Penalties,49.14,2020-10-31
Nairobi Region,Rongai,4443.0,Dormant,Penalties,52.35,2016-12-31
Eastern Region,Matuu,70204.0,Active,P+I In Default,32.8,2021-02-28
Eastern Region,Tala,56062.0,Dormant,Pending Renewal,2.03,2020-04-30
Western Region,Mbale,78903.0,Active,Penalties,41.23,2020-12-31
North Rift Region,Eldoret1,7355.0,Dormant,Penalties,52.86,2018-11-30
Eastern Region,Wote,53713.0,Inactive,Pending Renewal,,2019-03-31
Nairobi Region,Limuru,4847.0,Dormant,Pending Renewal,60.75,2017-03-31
Coast Region,Ukunda,15927.0,Active,P+I Current,70.23,2021-02-28
Nairobi Region,Ngong Road,38185.0,Active,P+I In Default,51.71,2021-02-28
South Rift AgriBiz,Nakuru AgriBiz,17599.0,Dormant,Pending Renewal,41.83,2020-09-30
Central AgriBiz,Githunguri,62956.0,Dormant,P+I In Default,,2021-01-31
North Rift Region,Eldoret2,20401.0,Inactive,Pending Renewal,,2017-06-30
South Rift AgriBiz,Keringet,54924.0,Active,P+I In Default,41.34,2021-02-28
Coast Region,Malindi,39919.0,Dormant,Pending Renewal,56.67,2019-10-31
South Rift Region,Kericho,57004.0,Dormant,Penalties,0.15,2020-05-31
Eastern Region,Wote,78633.0,Active,P+I Current,49.42,2021-02-28
Nairobi Region,Kahawa,31307.0,Dormant,Penalties,0.15,2019-03-31
South Rift AgriBiz,Nakuru AgriBiz,60025.0,Dormant,Pending Renewal,55.46,2021-02-28
South Rift AgriBiz,Londiani,46974.0,Dormant,Pending Renewal,56.58,2020-09-30
South Rift AgriBiz,Ndunyu Njeru,31151.0,Dormant,P+I In Default,,2020-08-31
Nairobi Region,Rongai,25520.0,Dormant,Penalties,2.75,2018-10-31
Western Region,Mbale,50214.0,Active,P+I In Default,83.82,2021-02-28
South Rift Region,Litein,24876.0,Dormant,Penalties,0.15,2018-10-31
North Rift Region,Nandi Hills,63137.0,Dormant,Penalties,51.01,2020-07-31
North Rift Region,Kapsabet,38835.0,Dormant,Penalties,37.67,2019-09-30
Western Region,Kakamega,50734.0,Dormant,Penalties,3.01,2021-02-28
Nairobi Region,Thika,761.0,Dormant,Pending Renewal,53.1,2016-04-30
South Rift Region,Bomet,77068.0,Dormant,Penalties,1.31,2021-02-28
South Rift Region,Bomet,57038.0,Inactive,Pending Renewal,,2019-05-31
South Rift Region,Kericho,7312.0,Dormant,Pending Renewal,45.9,2017-05-31
South Rift AgriBiz,Nakuru AgriBiz,66410.0,Dormant,Penalties,48.71,2021-02-28
North Rift Region,Kapenguria,39623.0,Inactive,Pending Renewal,,2018-07-31
Nairobi Region,Kahawa,726.0,Dormant,Pending Renewal,54.67,2016-03-31
South Rift AgriBiz,Keringet,51114.0,Active,Pending Renewal,58.18,2021-01-31
Coast Region,Malindi,58178.0,Dormant,Penalties,33.93,2020-10-31
South Rift AgriBiz,Ndunyu Njeru,22381.0,Dormant,P+I In Default,,2019-12-31
Nairobi Region,Rongai,32998.0,Dormant,Penalties,52.04,2019-06-30
Nairobi Region,Rongai,43473.0,Dormant,Penalties,45.26,2019-12-31
Western Region,Bungoma,70625.0,Dormant,Penalties,22.05,2020-11-30
South Rift AgriBiz,Ndunyu Njeru,18188.0,Dormant,Penalties,43.95,2020-02-29
North Rift Region,Nandi Hills,48027.0,Dormant,Penalties,9.66,2019-11-30
South Rift Region,Narok,68269.0,Dormant,Pending Renewal,76.0,2020-12-31
Nairobi Region,Limuru,12185.0,Dormant,Penalties,17.0,2017-12-31
North Rift Region,Iten,21764.0,Dormant,Penalties,8.9,2018-07-31
Nairobi Region,Embakasi,802.0,Dormant,Pending Renewal,50.04,2016-12-31
Nairobi Region,Embakasi,22226.0,Dormant,Penalties,30.81,2018-10-31
Nairobi Region,Embakasi,31335.0,Dormant,Penalties,11.69,2019-03-31
Nairobi Region,Kiambu,31156.0,Dormant,Penalties,55.36,2019-04-30
Nairobi Region,Thika,51075.0,Inactive,Pending Renewal,,2019-03-31
Eastern Region,Kitui,50781.0,Dormant,Penalties,25.69,2020-05-31
North Rift Region,Kitale,7240.0,Dormant,Penalties,26.88,2017-07-31
Eastern Region,Mwingi,84457.0,New,P+I Current,58.16,2021-02-28
North Rift Region,Eldoret3,65881.0,Dormant,Penalties,33.7,2020-10-31
South Rift Region,Litein,26156.0,Dormant,Penalties,40.87,2020-05-31
North Rift Region,Eldoret2,29567.0,Dormant,Penalties,37.9,2020-08-31
South Rift Region,Narok,29742.0,Dormant,Penalties,35.52,2019-04-30
Eastern Region,Wote,75965.0,Active,Penalties,43.4,2021-01-31
Coast Region,Mariakani,30386.0,Dormant,Pending Renewal,75.15,2019-03-31
North Rift Region,Kapsabet,39713.0,Dormant,Penalties,40.32,2019-07-31
South Rift Region,Nakuru,22910.0,Dormant,Penalties,36.46,2018-10-31
South Rift Region,Kericho,24763.0,Dormant,Penalties,40.78,2019-03-31
Nairobi Region,Kariobangi,3625.0,Dormant,Penalties,46.84,2016-10-31
Eastern Region,Mwingi,56244.0,Dormant,Penalties,29.82,2020-06-30
North Rift Region,Eldoret3,58778.0,Dormant,Penalties,14.67,2020-05-31
Nairobi Region,Kariobangi,2344.0,Dormant,Penalties,49.62,2020-12-31
North Rift Region,Kapsabet,25040.0,Dormant,Penalties,31.17,2018-10-31
South Rift AgriBiz,Londiani,58940.0,Dormant,Pending Renewal,44.55,2021-01-31
Coast Region,Malindi,40206.0,Dormant,Pending Renewal,40.25,2019-07-31
Coast Region,Mombasa,43954.0,Dormant,Penalties,37.01,2020-09-30
Western Region,Bungoma,56524.0,Dormant,Penalties,0.15,2020-04-30
Nairobi Region,Thika,1308.0,Dormant,Pending Renewal,36.9,2016-05-31
Nairobi Region,Embakasi,55051.0,Dormant,Penalties,55.36,2020-05-31
South Rift Region,Kericho,60638.0,Active,P+I In Default,43.09,2021-02-28
Central AgriBiz,Gatundu,48762.0,Dormant,Pending Renewal,47.69,2020-10-31
North Rift Region,Kapsowar,83189.0,Active,P+I Current,58.67,2021-02-28
North Rift Region,Kitale,55210.0,Dormant,Penalties,24.79,2020-06-30
North Rift Region,Kapsowar,84373.0,Active,P+I In Default,28.94,2021-02-28
Nairobi Region,Limuru,15908.0,Dormant,Penalties,5.55,2018-04-30
North Rift Region,Kapsabet,23630.0,Dormant,Penalties,1.02,2018-09-30
North Rift Region,Eldoret2,12140.0,Dormant,Penalties,14.9,2017-12-31
South Rift Region,Kericho,62200.0,Dormant,Penalties,44.77,2020-08-31
South Rift Region,Bomet,59191.0,Dormant,Penalties,45.33,2020-10-31
North Rift Region,Eldoret1,45801.0,Dormant,Penalties,33.09,2019-12-31
Nairobi Region,Thika,8000.0,Dormant,Penalties,47.4,2018-05-31
Nairobi Region,Kahawa,84497.0,New,P+I Current,40.68,2021-02-28
South Rift Region,Kericho,33921.0,Dormant,Penalties,0.15,2019-05-31
South Rift Region,Naivasha,11140.0,Dormant,Penalties,44.29,2018-06-30
Coast Region,Mariakani,54742.0,Dormant,Penalties,0.15,2020-04-30
Coast Region,Changamwe,45236.0,Inactive,Pending Renewal,,2018-10-31
North Rift Region,Eldoret1,37845.0,Dormant,Penalties,57.63,2019-08-31
South Rift Region,Narok,32180.0,Dormant,Penalties,0.15,2019-04-30
Nairobi Region,Rongai,2843.0,Dormant,Penalties,36.21,2016-11-30
South Rift AgriBiz,Nakuru AgriBiz,64880.0,Dormant,Penalties,42.63,2021-02-28
North Rift Region,Kapsowar,78839.0,Active,Penalties,48.64,2020-11-30
North Rift Region,Kitale,34636.0,Dormant,Penalties,5.51,2019-05-31
North Rift Region,Nandi Hills,23810.0,Dormant,Penalties,38.01,2018-11-30
South Rift Region,Molo,35948.0,Inactive,Pending Renewal,,2018-05-31
North Rift Region,Iten,55462.0,Active,Penalties,37.41,2020-11-30
Coast Region,Ukunda,31974.0,Dormant,Penalties,0.15,2019-05-31
South Rift Region,Kericho,42696.0,Dormant,Penalties,44.63,2020-03-31
South Rift Region,Kericho,28320.0,Dormant,Penalties,54.82,2019-07-31
Coast Region,Kilifi,59363.0,Dormant,Penalties,14.53,2020-08-31
Nairobi Region,Kariobangi,43836.0,Dormant,Penalties,18.43,2019-10-31
South Rift Region,Nakuru,38473.0,Dormant,Penalties,24.24,2019-09-30
North Rift Region,Kapsabet,23001.0,Active,P+I In Default,41.08,2021-02-28
Nairobi Region,Rongai,3891.0,Dormant,Penalties,34.73,2016-12-31
South Rift Region,Kericho,47586.0,Dormant,Penalties,51.92,2020-05-31
North Rift Region,Kapenguria,70439.0,Dormant,Penalties,11.58,2020-11-30
South Rift Region,Litein,34844.0,Dormant,Pending Renewal,75.15,2019-05-31
Western Region,Mumias,51061.0,Dormant,Penalties,48.42,2020-06-30
North Rift Region,Eldoret2,16042.0,Dormant,Penalties,5.51,2018-04-30
South Rift AgriBiz,Londiani,83948.0,Active,P+I Current,,2021-02-28
North Rift Region,Eldoret1,36453.0,Dormant,Penalties,21.33,2019-06-30
Coast Region,Mtwapa,17457.0,Dormant,Pending Renewal,43.93,2019-02-28
North Rift Region,Iten,45778.0,Dormant,Pending Renewal,56.21,2020-01-31
South Rift Region,Nakuru,33783.0,Dormant,Penalties,37.36,2021-01-31
South Rift AgriBiz,Londiani,54458.0,Dormant,Penalties,42.93,2021-02-28
South Rift AgriBiz,Nakuru AgriBiz,17650.0,Dormant,P+I In Default,,2019-09-30
Coast Region,Mombasa,24210.0,Dormant,Penalties,37.61,2018-11-30
North Rift Region,Eldoret1,12615.0,Dormant,Penalties,41.36,2019-02-28
Nairobi Region,Rongai,30073.0,Dormant,Penalties,40.22,2019-06-30
South Rift AgriBiz,Nakuru AgriBiz,6041.0,Dormant,Pending Renewal,54.16,2018-05-31
Nairobi Region,Kariobangi,59970.0,Dormant,Penalties,2.72,2020-07-31
North Rift Region,Kapsowar,76068.0,Active,P+I Current,63.0,2021-02-28
North Rift Region,Kitale,16465.0,Active,Pending Renewal,73.35,2021-02-28
Nairobi Region,Rongai,2387.0,Dormant,Penalties,0.15,2016-06-30
South Rift AgriBiz,Ndunyu Njeru,78738.0,Active,P+I In Default,41.84,2021-02-28
Nairobi Region,Rongai,8704.0,Dormant,Pending Renewal,57.49,2017-08-31
Coast Region,Mombasa,71619.0,Dormant,Penalties,30.49,2021-02-28
South Rift Region,Bomet,35574.0,Dormant,Penalties,8.9,2019-05-31
Nairobi Region,Rongai,4851.0,Dormant,Pending Renewal,60.02,2017-07-31
North Rift Region,Eldoret2,16439.0,Dormant,Penalties,41.73,2018-04-30
South Rift Region,Kericho,38302.0,Dormant,Penalties,44.61,2019-11-30
North Rift Region,Kitale,61218.0,Dormant,Penalties,0.15,2020-07-31
North Rift Region,Eldoret1,23770.0,Dormant,Penalties,25.85,2018-12-31
Central AgriBiz,Gatundu,70344.0,Active,Pending Renewal,79.33,2021-02-28
North Rift Region,Eldoret1,9447.0,Dormant,Penalties,8.9,2017-07-31
Coast Region,Changamwe,33278.0,Dormant,Penalties,52.19,2019-10-31
South Rift AgriBiz,Keringet,61337.0,Dormant,Pending Renewal,63.13,2021-02-28
Nairobi Region,Kahawa,6079.0,Dormant,Penalties,55.73,2017-10-31
South Rift AgriBiz,Londiani,73693.0,Dormant,Pending Renewal,58.8,2021-02-28
Nairobi Region,Embakasi,2246.0,Dormant,Penalties,35.08,2016-05-31
Nairobi Region,Rongai,3416.0,Dormant,Pending Renewal,27.2,2016-10-31
North Rift Region,Kapenguria,20712.0,Dormant,Pending Renewal,73.41,2019-03-31
North Rift Region,Kapenguria,62265.0,Dormant,Penalties,38.99,2020-08-31
Nairobi Region,Kiambu,52091.0,Dormant,Penalties,4.05,2020-03-31
South Rift AgriBiz,Nakuru AgriBiz,65598.0,Dormant,Penalties,51.55,2021-02-28
North Rift Region,Kitale,83591.0,Active,P+I In Default,,2021-02-28
North Rift Region,Eldoret1,25490.0,Dormant,Penalties,39.76,2019-01-31
Nairobi Region,Rongai,3840.0,Dormant,Penalties,5.93,2018-03-31
South Rift AgriBiz,Nakuru AgriBiz,65.0,Dormant,Pending Renewal,79.0,2018-02-28
Nairobi Region,Rongai,30008.0,Dormant,Penalties,4.13,2019-03-31
South Rift AgriBiz,Ndunyu Njeru,27583.0,Dormant,Pending Renewal,56.49,2019-12-31
South Rift AgriBiz,Londiani,51383.0,Dormant,Penalties,62.52,2021-01-31
South Rift Region,Nakuru,43303.0,Dormant,Penalties,6.91,2019-09-30
South Rift Region,Narok,65538.0,Dormant,Penalties,27.77,2020-10-31
Nairobi Region,Kariobangi,61624.0,Dormant,Penalties,0.15,2020-07-31
Nairobi Region,Ngong Road,14884.0,Dormant,Penalties,0.15,2018-03-31
North Rift Region,Kitale,51377.0,Dormant,Penalties,42.63,2020-10-31
